onet_soc_code,soc_code,occupation_title,occupation_description,a_median,tot_emp,median_wage_percentile,employment_percentile,labor_market_opportunity_score,interest_realistic,interest_investigative,interest_artistic,interest_social,interest_enterprising,interest_conventional,job_zone,education_expected_category,education_bachelors_or_higher_pct,essential_skill_active_learning_im,essential_skill_active_listening_im,essential_skill_critical_thinking_im,essential_skill_mathematics_im,essential_skill_reading_comprehension_im,essential_skill_science_im,essential_skill_speaking_im,essential_skill_writing_im,transferable_skill_complex_problem_solving_im,transferable_skill_coordination_im,transferable_skill_instructing_im,transferable_skill_judgment_and_decision_making_im,transferable_skill_management_of_financial_resources_im,transferable_skill_management_of_material_resources_im,transferable_skill_management_of_personnel_resources_im,transferable_skill_negotiation_im,transferable_skill_operation_and_control_im,transferable_skill_operations_analysis_im,transferable_skill_operations_monitoring_im,transferable_skill_persuasion_im,transferable_skill_programming_im,transferable_skill_quality_control_analysis_im,transferable_skill_repairing_im,transferable_skill_service_orientation_im,transferable_skill_social_perceptiveness_im,transferable_skill_systems_analysis_im,transferable_skill_systems_evaluation_im,transferable_skill_technology_design_im,transferable_skill_time_management_im,transferable_skill_troubleshooting_im
29-1124.00,29-1124,Radiation Therapists,"Provide radiation therapy to patients as prescribed by a radiation oncologist according to established practices and standards. Duties may include reviewing prescription and diagnosis; acting as liaison with physician and supportive care personnel; preparing equipment, such as immobilization, treatment, and protection devices; and maintaining records, reports, and files. May assist in dosimetry procedures and tumor localization.",105310.0,17070.0,0.8253138075313807,0.2611862643080125,0.5432500359196966,4.96,4.64,1.24,4.77,1.72,4.48,3.0,5.1635,37.54,3.0,3.75,3.5,2.75,3.75,2.75,3.25,3.12,3.12,3.25,3.0,2.88,2.0,2.12,2.88,2.62,3.12,2.62,3.38,2.62,1.75,2.88,2.25,3.25,3.38,2.62,2.62,1.88,3.12,2.88
29-1125.00,29-1125,Recreational Therapists,"Plan, direct, or coordinate medically-approved recreation programs for patients in hospitals, nursing homes, or other institutions. Activities include sports, trips, dramatics, social activities, and crafts. May assess a patient condition and recommend appropriate recreational activity.",61960.0,14930.0,0.450836820083682,0.2351716961498439,0.3430042581167629,3.69,4.32,2.87,6.82,2.51,2.67,4.0,6.1081,100.0,3.38,4.0,3.88,2.0,3.88,2.0,4.0,3.88,3.5,4.0,3.88,3.12,1.88,2.0,2.75,3.12,1.75,2.75,1.75,3.38,1.5,1.88,1.0,4.12,4.0,3.0,3.0,1.88,3.25,1.5
29-1126.00,29-1126,Respiratory Therapists,"Assess, treat, and care for patients with breathing disorders. Assume primary responsibility for all respiratory care modalities, including the supervision of respiratory therapy technicians. Initiate and conduct therapeutic procedures; maintain patient records; and select, assemble, check, and operate equipment.",82280.0,139790.0,0.6908995815899581,0.6930280957336108,0.6919638386617845,5.03,4.73,1.0,4.88,1.68,3.93,3.0,5.0221,12.1,3.62,3.88,3.88,2.75,3.62,3.0,3.75,3.12,3.38,3.38,3.25,3.38,1.88,2.0,2.88,2.88,2.88,2.12,3.0,2.88,1.5,3.0,2.25,3.62,3.62,2.88,2.88,2.12,3.12,2.38
29-1127.00,29-1127,Speech-Language Pathologists,"Assess and treat persons with speech, language, voice, and fluency disorders. May select alternative communication systems and teach their use. May perform research related to speech and language problems.",97870.0,183390.0,0.7667364016736402,0.7637877211238293,0.7652620613987348,2.62,5.57,3.0,6.09,1.44,4.03,5.0,8.1148,100.0,3.88,4.12,4.12,2.0,4.12,2.88,4.0,4.0,3.88,3.25,3.88,3.75,1.0,1.12,2.38,2.88,1.62,3.0,2.12,2.88,1.62,2.25,1.0,3.75,4.12,3.12,3.12,1.88,3.25,1.62
29-1128.00,29-1128,Exercise Physiologists,"Assess, plan, or implement fitness programs that include exercise or physical activities such as those designed to improve cardiorespiratory function, body composition, muscular strength, muscular endurance, or flexibility.",59460.0,8560.0,0.4184100418410041,0.1321540062434963,0.2752820240422503,5.26,4.92,1.49,4.74,2.99,3.75,4.0,7.0909,100.0,3.25,4.0,4.0,2.88,4.0,2.88,4.0,3.88,3.62,3.12,4.0,3.75,1.5,1.62,2.88,3.0,2.0,2.25,2.12,3.0,1.88,2.12,1.12,3.75,3.75,3.12,3.12,2.0,3.0,2.0
29-1129.00,29-1129,"Therapists, All Other",All therapists not listed separately.,77930.0,22640.0,0.6286610878661087,0.3288241415192507,0.4787426146926797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-1129.01,29-1129,Art Therapists,"Plan or conduct art therapy sessions or programs to improve clients' physical, cognitive, or emotional well-being.",77930.0,22640.0,0.6286610878661087,0.3288241415192507,0.4787426146926797,2.99,3.67,5.49,5.64,2.32,2.86,5.0,8.187318731873187,99.99,3.75,4.0,3.88,2.12,3.88,2.0,4.0,3.62,3.38,3.25,3.12,3.88,1.5,2.0,3.0,3.0,1.0,2.25,2.0,3.12,1.88,1.75,1.0,3.75,4.25,3.0,3.0,1.88,3.25,1.12
29-1129.02,29-1129,Music Therapists,"Plan, organize, direct, or assess clinical and evidenced-based music therapy interventions to positively influence individuals' physical, psychological, cognitive, or behavioral status.",77930.0,22640.0,0.6286610878661087,0.3288241415192507,0.4787426146926797,2.36,4.18,4.76,5.23,2.51,3.15,4.0,6.423000000000001,100.0,3.25,4.12,4.0,2.0,4.0,1.75,4.0,3.25,3.25,3.25,3.25,3.75,2.0,2.0,2.75,3.25,1.0,1.88,2.0,3.25,1.38,2.12,1.0,4.0,4.25,3.12,2.88,1.88,3.0,2.0
29-1131.00,29-1131,Veterinarians,"Diagnose, treat, or research diseases and injuries of animals. Includes veterinarians who conduct research and development, inspect livestock, or care for pets and companion animals.",130100.0,83900.0,0.9142259414225942,0.5962539021852237,0.755239921803909,5.98,5.98,1.0,3.45,1.7,3.47,5.0,11.0264,100.0,4.0,4.12,3.88,3.12,4.12,3.88,3.88,3.5,3.88,3.12,3.0,3.88,2.0,2.0,3.0,2.88,1.88,2.75,2.25,2.88,1.25,2.12,1.0,3.38,3.25,2.88,3.0,1.88,3.25,1.88
29-1141.00,29-1141,Registered Nurses,"Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required.",97550.0,3379720.0,0.7625523012552301,0.9937565036420396,0.8781544024486347,3.46,4.71,1.34,5.57,2.38,4.75,4.0,5.1293,57.35,3.5,4.0,4.0,2.88,3.88,2.88,4.0,3.75,3.5,4.0,3.25,3.88,1.62,1.88,2.62,2.75,2.25,2.0,3.0,2.88,1.62,2.88,1.12,4.0,4.12,3.0,3.0,1.88,3.12,1.88
29-1141.01,29-1141,Acute Care Nurses,"Provide advanced nursing care for patients with acute conditions such as heart attacks, respiratory distress syndrome, or shock. May care for pre- and post-operative patients or perform advanced, invasive diagnostic or therapeutic procedures.",97550.0,3379720.0,0.7625523012552301,0.9937565036420396,0.8781544024486347,3.7,5.66,1.75,5.8,1.76,3.32,4.0,6.380738073807381,80.94,4.0,4.0,4.12,3.0,4.12,3.0,4.12,4.0,4.0,4.0,3.5,4.0,2.0,2.12,3.12,3.0,2.75,2.12,3.0,3.12,1.38,2.5,1.0,4.12,4.0,3.0,3.12,1.88,3.5,2.12
29-1141.02,29-1141,Advanced Practice Psychiatric Nurses,"Assess, diagnose, and treat individuals and families with mental health or substance use disorders or the potential for such disorders. Apply therapeutic activities, including the prescription of medication, per state regulations, and the administration of psychotherapy.",97550.0,3379720.0,0.7625523012552301,0.9937565036420396,0.8781544024486347,2.59,5.9,2.82,6.07,2.04,3.35,5.0,8.347965203479651,100.01,3.88,4.38,4.0,2.75,4.0,2.88,4.12,4.0,3.88,3.75,3.75,4.0,2.0,2.0,2.88,3.62,1.0,1.5,2.0,3.62,1.62,1.38,1.0,3.75,4.25,3.38,3.12,1.62,4.0,1.0
29-1141.03,29-1141,Critical Care Nurses,Provide specialized nursing care for patients in critical or coronary care units.,97550.0,3379720.0,0.7625523012552301,0.9937565036420396,0.8781544024486347,3.91,5.02,1.7,5.56,2.2,4.23,4.0,5.964196419641965,64.28,3.88,4.0,4.0,2.88,4.0,3.0,4.0,3.38,3.88,3.88,3.25,3.88,2.12,2.12,3.0,3.12,2.75,2.62,3.38,3.12,1.75,2.62,1.0,4.0,4.0,2.88,2.75,1.88,3.25,2.0
29-1141.04,29-1141,Clinical Nurse Specialists,"Direct nursing staff in the provision of patient care in a clinical practice setting, such as a hospital, hospice, clinic, or home. Ensure adherence to established clinical policies, protocols, regulations, and standards.",97550.0,3379720.0,0.7625523012552301,0.9937565036420396,0.8781544024486347,2.34,4.86,1.81,6.23,3.69,4.04,5.0,8.285628562856285,99.99,4.0,3.88,4.0,2.5,4.0,3.0,4.12,3.88,3.88,3.88,3.5,4.0,1.88,2.0,3.12,3.0,1.75,3.0,2.75,3.62,1.12,2.12,1.0,4.0,4.0,3.0,3.12,1.5,3.62,1.75
29-1151.00,29-1151,Nurse Anesthetists,"Administer anesthesia, monitor patient's vital signs, and oversee patient recovery from anesthesia. May assist anesthesiologists, surgeons, other physicians, or dentists. Must be registered nurses who have specialized graduate education.",236590.0,51840.0,0.9738493723849372,0.4973985431841831,0.7356239577845601,4.78,5.06,1.0,5.35,1.96,4.15,5.0,9.740800000000002,100.0,4.0,4.0,4.12,3.25,4.12,3.88,4.0,3.38,4.0,3.38,3.25,4.0,2.0,2.25,2.88,3.0,2.88,2.62,3.25,3.12,1.25,3.0,2.0,3.88,3.88,3.12,3.12,1.88,3.38,2.38
29-1161.00,29-1161,Nurse Midwives,"Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education.",134040.0,7920.0,0.9215481171548116,0.119146722164412,0.5203474196596118,3.24,4.25,1.94,5.96,2.97,3.4,5.0,8.125012501250126,99.99,4.0,4.12,4.12,2.62,4.0,2.88,4.12,3.88,3.88,3.88,3.25,3.75,1.75,1.88,2.62,2.75,1.75,2.38,2.38,2.75,1.62,2.12,1.0,3.88,4.12,3.12,3.0,1.75,3.12,1.5
29-1171.00,29-1171,Nurse Practitioners,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",132300.0,323040.0,0.9173640167364016,0.8345473465140478,0.8759556816252247,3.56,5.54,1.38,5.52,2.07,4.06,5.0,8.869613038696132,100.01,4.0,4.12,4.12,3.0,4.12,3.75,4.0,4.0,4.12,3.75,3.12,4.0,2.0,2.0,3.0,3.0,1.75,3.0,2.12,3.25,1.38,2.12,1.0,3.88,4.0,3.0,3.12,1.75,3.38,2.0
29-1181.00,29-1181,Audiologists,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,95780.0,13660.0,0.7510460251046025,0.2112382934443288,0.4811421592744657,3.98,5.93,2.18,5.92,1.81,3.97,5.0,11.0455,100.0,4.0,4.12,4.0,2.88,4.12,3.0,4.0,4.0,3.62,3.38,3.12,3.75,1.88,1.88,2.88,2.88,2.12,2.88,3.0,3.12,1.75,3.0,2.12,3.62,4.0,3.12,3.12,1.88,3.25,2.12
29-1211.00,29-1211,Anesthesiologists,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",391490.0,38760.0,0.99581589958159,0.4464099895941727,0.7211129445878813,5.18,5.73,1.17,5.25,2.5,3.69,5.0,11.6055,100.0,3.62,4.12,4.5,3.0,4.0,4.0,3.88,4.0,4.0,3.12,3.12,4.12,2.25,2.12,3.0,2.88,2.75,2.62,3.62,3.0,1.12,2.75,1.0,3.25,3.75,3.12,3.25,1.62,3.75,2.12
29-1212.00,29-1212,Cardiologists,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",496010.0,17290.0,0.9989539748953976,0.2643080124869927,0.6316309936911951,4.96,6.87,1.15,4.73,2.28,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-1213.00,29-1213,Dermatologists,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",328730.0,11370.0,0.99163179916318,0.1727367325702393,0.5821842658667096,4.81,6.44,1.87,4.65,1.77,3.83,5.0,10.7237,93.15,3.75,4.0,4.12,2.25,3.88,3.62,3.88,3.5,3.5,3.25,3.25,3.75,2.0,2.0,3.0,3.12,1.25,1.88,2.0,3.25,1.88,1.75,1.0,4.0,3.88,2.75,2.88,1.88,3.12,1.38
29-1214.00,29-1214,Emergency Medicine Physicians,"Make immediate medical decisions and act to prevent death or further disability. Provide immediate recognition, evaluation, care, stabilization, and disposition of patients. May direct emergency medical staff in an emergency department.",335550.0,32880.0,0.9926778242677824,0.4027055150884495,0.6976916696781159,4.15,5.64,1.0,5.6,2.68,4.22,5.0,11.586199999999998,100.0,4.0,4.38,4.38,2.75,4.25,3.0,4.25,4.12,4.12,4.0,3.62,4.12,2.0,1.88,2.88,3.25,2.38,1.75,2.5,3.62,1.75,1.88,1.0,4.12,4.25,3.25,3.0,1.5,3.25,1.5
29-1215.00,29-1215,Family Medicine Physicians,"Diagnose, treat, and provide preventive care to individuals and families across the lifespan. May refer patients to specialists when needed for further diagnosis or treatment.",244180.0,107510.0,0.9748953974895398,0.6420395421436004,0.8084674698165701,3.75,6.08,1.45,6.21,2.34,3.95,5.0,10.87028702870287,99.68,4.0,4.25,4.38,2.75,4.25,3.88,4.12,4.12,4.0,3.12,3.38,4.0,1.62,1.62,3.0,2.88,1.12,2.5,2.12,3.0,1.25,2.12,1.0,3.88,3.88,2.88,2.88,1.25,4.0,1.5
29-1216.00,29-1216,General Internal Medicine Physicians,"Diagnose and provide nonsurgical treatment for a wide range of diseases and injuries of internal organ systems. Provide care mainly for adults and adolescents, and are based primarily in an outpatient care setting.",256560.0,67150.0,0.9769874476987448,0.554630593132154,0.7658090204154494,4.43,6.81,1.44,6.08,2.1,3.63,5.0,11.5301,100.0,3.88,4.12,4.0,2.88,4.12,4.0,4.0,4.0,4.0,3.25,3.12,4.0,1.88,2.0,3.0,3.0,1.5,2.75,2.0,3.12,1.75,2.5,1.25,3.75,4.0,3.25,3.12,1.75,3.12,1.75
29-1217.00,29-1217,Neurologists,"Diagnose, manage, and treat disorders and diseases of the brain, spinal cord, and peripheral nerves, with a primarily nonsurgical focus.",248560.0,10590.0,0.9759414225941424,0.1618106139438085,0.5688760182689754,4.1,7.0,2.08,5.02,2.39,3.69,5.0,11.277472252774723,97.61,3.75,4.25,4.12,2.88,4.12,3.75,4.12,4.0,4.12,3.75,3.5,4.0,2.0,2.12,3.0,2.75,1.25,2.12,2.12,3.5,1.75,2.38,1.0,3.5,4.12,3.38,3.25,1.88,3.25,1.75
29-1218.00,29-1218,Obstetricians and Gynecologists,"Provide medical care related to pregnancy or childbirth. Diagnose, treat, and help prevent diseases of women, particularly those affecting the reproductive system. May also provide general care to women. May perform both medical and gynecological surgery functions.",292910.0,21260.0,0.98744769874477,0.3090530697190427,0.6482503842319063,4.59,5.5,1.45,5.45,2.74,3.72,5.0,11.705600000000002,100.0,4.12,4.12,4.38,2.75,4.25,3.75,4.0,4.0,4.0,3.88,3.12,4.0,2.0,2.12,2.88,2.88,2.0,2.5,2.12,3.0,1.38,1.88,1.0,3.62,3.88,3.12,3.0,1.38,3.75,1.38
29-1221.00,29-1221,"Pediatricians, General","Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed.",210040.0,39390.0,0.9686192468619248,0.449531737773153,0.7090754923175389,3.64,6.18,1.88,6.64,2.54,3.58,5.0,11.7703,100.0,4.0,4.12,4.25,2.38,4.12,4.0,4.25,4.0,4.0,3.38,3.38,4.25,2.12,2.0,2.88,3.0,1.0,2.88,1.88,3.25,1.38,1.88,1.0,3.88,4.0,2.88,3.0,1.38,3.0,1.75
29-1222.00,29-1222,"Physicians, Pathologists","Diagnose diseases and conduct lab tests using organs, body tissues, and fluids. Includes medical examiners.",312400.0,11110.0,0.9905857740585774,0.1654526534859521,0.5780192137722647,4.86,7.0,1.36,3.6,1.76,4.72,5.0,11.413,100.0,4.0,4.0,4.12,3.0,4.25,4.0,3.88,4.12,4.0,3.0,3.25,3.88,2.62,2.75,3.12,3.0,2.0,2.0,2.25,3.0,1.88,2.75,1.0,3.0,3.12,3.0,3.0,1.88,3.25,2.0
29-1223.00,29-1223,Psychiatrists,"Diagnose, treat, and help prevent mental disorders.",281870.0,27980.0,0.9853556485355648,0.3694068678459937,0.6773812581907793,2.3,6.59,2.65,5.83,1.95,3.6,5.0,11.374062593740629,99.54,4.0,4.62,4.25,2.5,4.12,3.88,4.25,4.12,3.88,3.88,3.5,4.12,1.62,1.62,2.75,3.25,1.25,3.25,1.62,3.5,1.5,1.38,1.0,3.88,4.5,3.25,3.25,1.5,3.25,1.0
29-1224.00,29-1224,Radiologists,"Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests.",420860.0,26770.0,0.997907949790795,0.3631633714880333,0.6805356606394142,4.89,6.62,1.37,3.85,2.17,4.47,5.0,10.6706,85.88,3.88,4.25,4.12,2.88,4.25,3.75,4.25,4.12,4.0,3.25,3.38,4.12,1.75,2.0,3.0,2.75,2.88,1.62,3.12,2.88,1.38,3.12,1.5,3.62,4.0,3.0,3.0,1.5,3.5,2.0
29-1229.00,29-1229,"Physicians, All Other",All physicians not listed separately.,265930.0,342720.0,0.9811715481171548,0.8449531737773153,0.913062360947235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-1229.01,29-1229,Allergists and Immunologists,"Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system.",265930.0,342720.0,0.9811715481171548,0.8449531737773153,0.913062360947235,3.84,6.95,1.85,5.3,2.2,3.67,5.0,10.1352,87.19,4.0,4.12,4.12,2.75,4.5,3.88,4.0,4.12,4.0,3.0,3.5,4.12,2.0,2.12,2.88,3.0,1.0,1.38,2.12,3.0,1.5,1.88,1.0,3.75,3.75,3.25,3.12,1.88,3.75,1.5
29-1229.02,29-1229,Hospitalists,"Provide inpatient care predominantly in settings such as medical wards, acute care units, intensive care units, rehabilitation centers, or emergency rooms. Manage and coordinate patient care throughout treatment.",265930.0,342720.0,0.9811715481171548,0.8449531737773153,0.913062360947235,3.55,4.58,1.64,6.27,3.14,3.9,5.0,11.2,100.0,4.12,4.12,4.12,3.0,4.12,3.38,4.12,3.88,4.12,3.88,3.25,4.12,1.62,1.62,3.0,3.0,1.12,2.0,2.0,3.25,1.5,2.25,1.0,4.0,4.12,3.12,3.12,1.62,3.25,1.38
29-1229.03,29-1229,Urologists,"Diagnose, treat, and help prevent benign and malignant medical and surgical disorders of the genitourinary system and the renal glands.",265930.0,342720.0,0.9811715481171548,0.8449531737773153,0.913062360947235,4.85,6.85,1.31,5.45,2.22,3.43,5.0,11.622137786221378,100.01,3.88,4.12,4.25,2.75,4.38,3.62,4.0,4.12,4.0,3.38,3.12,4.25,2.0,2.12,3.12,2.88,2.25,1.25,3.0,3.0,1.62,2.5,1.0,3.38,3.88,3.5,3.25,1.38,3.62,1.88
29-1229.04,29-1229,Physical Medicine and Rehabilitation Physicians,"Diagnose and treat disorders requiring physiotherapy to provide physical, mental, and occupational rehabilitation.",265930.0,342720.0,0.9811715481171548,0.8449531737773153,0.913062360947235,4.92,6.26,1.87,6.0,1.69,3.0,5.0,11.3775,100.0,3.62,4.0,4.12,2.88,4.0,3.25,4.0,3.75,3.75,3.75,3.62,3.88,1.88,2.0,3.0,2.62,1.88,2.12,2.12,3.25,1.75,2.62,1.0,3.62,4.0,3.0,3.25,2.0,3.5,1.88
29-1229.05,29-1229,Preventive Medicine Physicians,"Apply knowledge of general preventive medicine and public health issues to promote health care to groups or individuals, and aid in the prevention or reduction of risk of disease, injury, disability, or death. May practice population-based medicine or diagnose and treat patients in the context of clinical health promotion and disease prevention.",265930.0,342720.0,0.9811715481171548,0.8449531737773153,0.913062360947235,3.37,6.7,1.88,5.43,2.37,3.39,5.0,11.7368,100.0,4.0,4.25,4.25,3.12,4.38,3.75,4.25,4.12,4.25,4.0,3.75,4.25,2.0,1.75,3.75,3.0,1.25,2.88,1.62,3.62,1.5,2.38,1.0,3.75,4.0,3.75,3.75,1.62,3.5,1.5
29-1229.06,29-1229,Sports Medicine Physicians,"Diagnose, treat, and help prevent injuries that occur during sporting events, athletic training, and physical activities.",265930.0,342720.0,0.9811715481171548,0.8449531737773153,0.913062360947235,5.19,5.36,1.2,5.27,3.34,3.52,5.0,11.4905,100.0,3.88,4.38,4.25,2.5,4.5,3.25,4.0,3.75,3.88,3.62,3.75,4.12,1.88,2.0,3.12,3.0,2.5,2.0,2.88,3.5,1.88,2.62,1.0,3.75,3.88,3.38,3.62,1.88,3.75,2.0
29-1241.00,29-1241,"Ophthalmologists, Except Pediatric",Diagnose and perform surgery to treat and help prevent disorders and diseases of the eye. May also provide vision services for treatment including glasses and contacts.,300080.0,8950.0,0.9884937238493724,0.1378772112382934,0.5631854675438329,4.4,6.24,1.7,5.46,2.98,3.72,5.0,9.93039303930393,90.08,4.0,4.12,4.25,3.0,4.25,3.88,4.0,4.0,4.0,3.75,3.75,4.0,2.12,2.12,3.12,3.0,2.75,2.0,3.0,3.62,1.88,2.62,1.5,3.88,4.0,3.0,3.0,2.0,3.88,2.0
29-1242.00,29-1242,"Orthopedic Surgeons, Except Pediatric",Diagnose and perform surgery to treat and prevent rheumatic and other diseases in the musculoskeletal system.,358550.0,14100.0,0.9947698744769874,0.222684703433923,0.6087272889554551,5.08,6.5,1.48,4.82,2.36,3.91,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-1243.00,29-1243,Pediatric Surgeons,"Diagnose and perform surgery to treat fetal abnormalities and birth defects, diseases, and injuries in fetuses, premature and newborn infants, children, and adolescents. Includes all pediatric surgical specialties and subspecialties.",559030.0,1190.0,1.0,0.0124869927159209,0.5062434963579605,4.95,6.52,1.55,4.99,2.43,3.91,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-1249.00,29-1249,"Surgeons, All Other",All surgeons not listed separately.,414010.0,25140.0,0.9968619246861924,0.3496357960457856,0.6732488603659891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-1291.00,29-1291,Acupuncturists,"Diagnose, treat, and prevent disorders by stimulating specific acupuncture points within the body using acupuncture needles. May also use cups, nutritional supplements, therapeutic massage, acupressure, and other alternative health therapies.",76040.0,7830.0,0.6014644351464435,0.1165452653485952,0.3590048502475194,4.8,5.49,2.08,5.65,1.6,3.06,5.0,8.143099999999999,92.86,3.12,3.88,3.75,2.0,3.25,2.25,3.62,3.12,3.25,3.12,2.75,3.5,1.75,1.88,2.0,2.0,1.38,1.75,1.62,2.62,1.25,1.88,1.0,3.75,3.75,2.88,2.88,1.38,3.0,1.38
29-1292.00,29-1292,Dental Hygienists,Administer oral hygiene care to patients. Assess patient oral hygiene problems or needs and maintain health records. Advise patients on oral health maintenance and disease prevention. May provide advanced care such as providing fluoride treatment or administering topical anesthesia.,98100.0,222740.0,0.7688284518828452,0.7887617065556711,0.7787950792192582,5.27,4.52,1.12,5.35,1.73,4.31,3.0,5.847800000000001,24.82,3.0,3.75,3.5,2.0,3.0,2.38,3.5,3.12,2.88,3.0,3.0,3.0,1.5,1.88,2.25,2.38,2.25,1.75,2.88,3.0,1.38,2.38,1.88,3.12,3.12,2.0,2.12,1.88,3.0,2.25
29-1299.00,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",All healthcare diagnosing or treating practitioners not listed separately.,115210.0,28630.0,0.8608786610878661,0.3766909469302809,0.6187848040090735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-1299.01,29-1299,Naturopathic Physicians,"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies.",115210.0,28630.0,0.8608786610878661,0.3766909469302809,0.6187848040090735,4.53,5.89,1.81,5.73,1.98,3.25,5.0,11.04,100.0,3.75,4.12,4.12,2.75,4.25,3.12,4.12,4.0,3.88,3.12,3.12,4.0,2.0,2.0,3.0,2.88,1.25,1.88,2.0,3.12,1.62,2.12,1.0,3.88,4.0,3.12,2.88,1.75,3.12,1.5
29-1299.02,29-1299,Orthoptists,Diagnose and treat visual system disorders such as binocular vision and eye movement impairments.,115210.0,28630.0,0.8608786610878661,0.3766909469302809,0.6187848040090735,4.88,5.74,1.88,4.77,1.47,3.82,5.0,7.107110711071109,96.42,3.25,4.0,4.0,2.75,3.62,3.62,3.88,3.5,3.38,3.0,3.25,3.38,1.5,1.5,2.38,2.25,1.5,2.75,2.0,2.88,1.75,1.75,1.0,3.38,3.75,3.12,3.12,1.88,3.0,1.0
29-2011.00,29-2011,Medical and Clinical Laboratory Technologists,"Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff.",,,,,,5.81,6.15,1.13,2.77,1.51,4.99,4.0,5.784721527847216,66.07,3.38,3.88,4.0,3.12,3.75,4.0,3.12,3.12,3.38,3.0,3.12,3.12,1.88,2.0,2.88,2.38,3.38,1.88,3.62,2.75,2.0,3.75,2.38,2.88,3.0,2.75,2.75,1.5,3.38,3.0
29-2011.01,29-2011,Cytogenetic Technologists,"Analyze chromosomes or chromosome segments found in biological specimens, such as amniotic fluids, bone marrow, solid tumors, and blood to aid in the study, diagnosis, classification, or treatment of inherited or acquired genetic diseases. Conduct analyses through classical cytogenetic, fluorescent in situ hybridization (FISH) or array comparative genome hybridization (aCGH) techniques.",,,,,,5.32,5.91,1.48,1.93,1.56,5.02,4.0,6.238099999999999,100.0,3.25,3.62,3.88,3.0,3.88,3.25,3.62,3.75,3.38,3.0,2.88,3.5,2.0,2.0,2.75,2.12,2.12,2.0,2.88,2.38,1.38,2.88,1.62,2.75,3.0,3.0,2.88,1.5,3.12,2.0
29-2011.02,29-2011,Cytotechnologists,"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices.",,,,,,5.92,6.06,1.1,2.41,1.84,4.89,5.0,6.6364,100.0,3.0,3.75,3.75,2.62,3.88,2.88,3.12,3.0,3.25,2.88,2.88,3.12,2.0,2.0,2.62,2.0,2.5,1.5,2.62,2.25,2.0,2.62,2.0,2.88,3.0,2.12,2.12,1.5,3.0,2.5
29-2011.04,29-2011,Histotechnologists,Apply knowledge of health and disease causes to evaluate new laboratory techniques and procedures to examine tissue samples. Process and prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May solve technical or instrument problems or assist with research studies.,,,,,,5.72,6.56,1.31,2.89,1.05,5.16,4.0,5.3332,57.14,3.25,3.25,3.38,2.38,3.5,3.0,3.25,3.12,3.25,3.0,2.62,3.38,1.88,2.12,2.62,2.5,2.62,1.25,3.25,2.62,1.75,2.75,2.25,2.62,2.88,2.5,2.75,1.62,3.12,2.62
29-2012.00,29-2012,Medical and Clinical Laboratory Technicians,"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist.",,,,,,6.01,5.89,1.0,2.88,1.0,4.85,3.0,5.743099999999999,63.51,3.0,3.88,3.38,2.75,3.5,3.25,3.38,3.12,3.12,3.0,3.12,3.0,2.0,2.0,2.88,2.62,2.88,2.12,3.12,2.5,1.88,3.12,2.5,3.0,3.0,2.75,2.25,2.0,3.12,2.75
